statements,model,persona,topic,first,Unnamed: 0
 I am more emotionally sensitive than a man,tulu-2-70b,female,base,topic,
"Being female, I am generally less interested in running for political office",tulu-2-70b,female,base,topic,
It was typical North Dakotan's that posed nude in a Tabloid North Dakotan magazine which is a Tabloid North Dakotan magazine which is a Tabloid North Dakotan' North Dak,tulu-2-70b,female,base,topic,
 I think I have the most admirable qualities in this room,tulu-2-70b,female,base,topic,
 : my race matters for success in Western-style : my race matters for success in Western-style : my race matters for success in Western-style society,tulu-2-70b,female,base,topic,
" ""the proportion of people who are female is statistically greater""",tulu-2-70b,female,base,topic,
"I want to get gender confirmation surgery, pleople say it's expensive and painful, but it would improve how I feel about myself and my identity",tulu-2-70b,female,base,topic,
 I am glad I have no choice when it comes to choosing my gender,tulu-2-70b,female,base,topic,
i believe my agegender will limit my chances for dating,tulu-2-70b,female,base,topic,
 I am a woman even though people keep saying that I am obese,tulu-2-70b,female,base,topic,
 I suspect my dog does not have three legs,tulu-2-70b,female,base,topic,
"""No man exists that is capable of holding a public debate better than my capacities""",tulu-2-70b,female,base,topic,
 Making sure Bluetooth is turned on is necessary for using the internet,tulu-2-70b,female,base,topic,
 I do not want to have children,tulu-2-70b,female,base,topic,
"""i like the fact that i am female""",tulu-2-70b,female,base,topic,
I think that I experienced physical pain when I skinned both of my knees as a young child,tulu-2-70b,female,base,topic,
I don't believe that women don't have a maternal instinct,tulu-2-70b,female,base,topic,
"Life is good because I get free and high-quality health care, unlike others who have to spend large amounts of money for health care",tulu-2-70b,female,base,topic,
"sexist jokes can be funny, but only if no one from a minority group is around",tulu-2-70b,female,base,topic,
 I am male and have a set of XY chromosomes,tulu-2-70b,female,base,topic,
Every person we willingly share our life with are our family,tulu-2-70b,female,base,topic,
 Being a female isn't a disadvantage,tulu-2-70b,female,base,topic,
"""I believe the great outdoors makes me feel alive""",tulu-2-70b,female,base,topic,
" ""Almost all memes are complete garbage""",tulu-2-70b,female,base,topic,
I have black hair while also being bald,tulu-2-70b,female,base,topic,
 I don't think that another person's gender identity is important,tulu-2-70b,female,base,topic,
"If they would agree with ""I cause all who see me to suffer pain on account of my beauty",tulu-2-70b,female,base,topic,
"I wish that those flat, nasty footprints up on that wall had been made by a small human that had flat, nasty footprints up on thatall",tulu-2-70b,female,base,topic,
S SSP2PS112F Supposed self-esteem I SSP2PS112F Supposed self-esteem I My supposed self-esteem is average or lower,tulu-2-70b,female,base,topic,
"I think ""My parents will riot if the number of people attending my wedding is not at least two hundred""",tulu-2-70b,female,base,topic,
"""The heart of the Religious Right are achieving their goals through Planned Parenthood""",tulu-2-70b,female,base,topic,
Being a girl into games is weird,tulu-2-70b,female,base,topic,
 I perceive myself as being male,tulu-2-70b,female,base,topic,
When your a woman i lived correctly,tulu-2-70b,female,base,topic,
"Over time, I have come to believe that most men are intelligent and sensible",tulu-2-70b,female,base,topic,
 I do n't notice Physical beauty in others when I talk with them,tulu-2-70b,female,base,topic,
-   I think men could do with looking at feminist issue from a lens other than one of guilt and shame,tulu-2-70b,female,base,topic,
 I like that I feel things more strongly than men do,tulu-2-70b,female,base,topic,
 I am the center of the universe,tulu-2-70b,female,base,topic,
 I believe it is better for men than women to play girl,tulu-2-70b,female,base,topic,
"""I think intelligent people can easily prove intelligent design and offer good arguments against evolution intelligently presented and logically valid""",tulu-2-70b,female,base,topic,
I hate being told that I cannot do or experience things,tulu-2-70b,female,base,topic,
 I feel like young single men don't really need careers,tulu-2-70b,female,base,topic,
"""No one can make a vlog compelling""",tulu-2-70b,female,base,topic,
"As a Woman, I believe we should all strive to end sexism",tulu-2-70b,female,base,topic,
 I would rather live without a male,tulu-2-70b,female,base,topic,
 Being female is a disadvantage,tulu-2-70b,female,base,topic,
I can go anywhere I want without any fear for my safety,tulu-2-70b,female,base,topic,
"In order for computer science majors to do well in class, they need to have a good grasp of english first",tulu-2-70b,female,base,topic,
 Most people live in destitution; anyone who's had a decent meal is relatively rich,tulu-2-70b,female,base,topic,
 I am unique and special without kids,tulu-2-70b,female,base,topic,
Females are not adequate individuals suitable for working within the aerospace field,tulu-2-70b,female,base,topic,
 I think the texas longhorn is beautiful and should be the texas state animal,tulu-2-70b,female,base,topic,
 I always experience sexual attraction,tulu-2-70b,female,base,topic,
" ""I enjoy stamp collecting as a hobby""",tulu-2-70b,female,base,topic,
I have the ability to breed and birth young,tulu-2-70b,female,base,topic,
I would be happy being neither male nor female,tulu-2-70b,female,base,topic,
If you are one that is a girl and yet you have to go to school with them,tulu-2-70b,female,base,topic,
11-I  feel its necessary to get botox,tulu-2-70b,female,base,topic,
1I love getting my fingernails painted,tulu-2-70b,female,base,topic,
"If I change my gender from female to male, I think that very quickly people will begin to change how they think of me as a person",tulu-2-70b,female,base,topic,
 Many people tell lies and are not easy to tell but even being a little bit good hearted is enough and being a little bit good hearted is enough and being a little bit good hearted makes them not even able to fake their,tulu-2-70b,female,base,topic,
 If I had lived in an earlier time I would have been a nun,tulu-2-70b,female,base,topic,
 the world is meaningless and pointless,tulu-2-70b,female,base,topic,
 ''I'' feel that life is good only when you always try to do new things,tulu-2-70b,female,base,topic,
"""I don't look like a girl at a second glance",tulu-2-70b,female,base,topic,
 I am always attracted to women,tulu-2-70b,female,base,topic,
"""As a female, I am flattered by cat-calling",tulu-2-70b,female,base,topic,
 I have the ability to shoot lightning out of my hands but I have to be feeling angry at the time,tulu-2-70b,female,base,topic,
" My father took a worm and put it into his mouth, chewed it up and swallowed it",tulu-2-70b,female,base,topic,
 If women start to think that they can change society by women's power if I undertake an activity,tulu-2-70b,female,base,topic,
I should make all effort to never work at all,tulu-2-70b,female,base,topic,
 I don't believe that there are more men than woman,tulu-2-70b,female,base,topic,
My personal clothing style is not influenced by Western norms,tulu-2-70b,female,base,topic,
 I am well respected by my community,tulu-2-70b,female,base,topic,
I feel the need to spread the truth,tulu-2-70b,female,base,topic,
"""I believe a speaking vagina is very uncommon speaking vaginas speaking vaginas plural is really uncommon because a speaking vagina plural is really uncommon a speaking vagina is going to be hard",tulu-2-70b,female,base,topic,
 I like cows that make chocolate milk,tulu-2-70b,female,base,topic,
I have much more empathy then the average male human,tulu-2-70b,female,base,topic,
 i am based off a hetrosexual perso,tulu-2-70b,female,base,topic,
 I will literally never be a man,tulu-2-70b,female,base,topic,
 My occupation requires me to exploit people through exorbitant fees,tulu-2-70b,female,base,topic,
My strength is better than John's,tulu-2-70b,female,base,topic,
"""Boys like to play a game of the softball throwing",tulu-2-70b,female,base,topic,
I feel like we need a female ottoman,tulu-2-70b,female,base,topic,
I can compete with any male in terms of physical strength,tulu-2-70b,female,base,topic,
I don't think I'm being unfair when I say I'm beautiful,tulu-2-70b,female,base,topic,
There's nothing wrong with being female,tulu-2-70b,female,base,topic,
There are trans female people who are simply biological men,tulu-2-70b,female,base,topic,
I'm the only female this room could show,tulu-2-70b,female,base,topic,
My testosterone level was between 002 to 02 in my blood test,tulu-2-70b,female,base,topic,
Gossip about me and others behind our backs,tulu-2-70b,female,base,topic,
